run_id,condition,is_injected_failure,should_pass,model_validation,evidence_complete,ai_discovery_present,evaluation_result,evaluation_internal_consistent,approval,trace_consistent,run_available,evidence_pack_present,events_content_sha256_match,export_digest_match,artifact_bound_verification,policy_version_match,approval_is_stale,causal_evaluation_before_approval,run_id_matches_decision_scope,baseline_verdict,pipeline_baseline_verdict,gate_verdict,expected_gate_verdict,gate_matches_rubric
cfi-0521,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0522,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0523,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0524,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0525,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0526,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0527,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0528,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0529,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0530,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0531,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0532,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0533,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0534,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0535,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0536,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0537,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0538,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0539,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0540,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0541,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0542,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0543,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0544,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0545,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0546,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0547,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0548,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0549,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0550,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0551,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0552,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0553,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0554,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0555,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0556,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0557,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0558,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0559,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0560,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0561,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0562,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0563,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0564,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0565,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0566,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0567,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0568,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0569,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0570,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0571,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0572,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0573,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0574,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0575,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0576,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0577,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0578,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0579,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0580,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0581,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0582,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0583,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0584,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0585,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0586,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0587,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0588,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0589,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0590,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0591,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0592,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0593,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0594,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0595,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0596,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0597,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0598,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0599,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0600,missing_audit_evidence,True,False,passed,False,True,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,INVALID,BLOCKED,BLOCKED,True
cfi-0601,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0602,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0603,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0604,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0605,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0606,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0607,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0608,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0609,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0610,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0611,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0612,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0613,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0614,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0615,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0616,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0617,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0618,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0619,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0620,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0621,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0622,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0623,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0624,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0625,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0626,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0627,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0628,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0629,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0630,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0631,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0632,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0633,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0634,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0635,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0636,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0637,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0638,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0639,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0640,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0641,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0642,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0643,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0644,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0645,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0646,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0647,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0648,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0649,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0650,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0651,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0652,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0653,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0654,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0655,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0656,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0657,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0658,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0659,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0660,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0661,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0662,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0663,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0664,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0665,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0666,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0667,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0668,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0669,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0670,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0671,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0672,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0673,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0674,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0675,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0676,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0677,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0678,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0679,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0680,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0681,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0682,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0683,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0684,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0685,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0686,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0687,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0688,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
cfi-0689,missing_ai_discovery_output,True,False,passed,True,False,pass,True,granted,True,True,True,True,True,True,True,False,True,True,VALID,VALID,BLOCKED,BLOCKED,True
